日付,コード,銘柄名,33業種コード,17業種コード,規模コード,市場コード,法人番号,法人名,法人名ふりがな,法人名英語,本店所在地,設立,時価総額
20231031,1417,ミライト・ワン,2050,3,4,P,6010601040090,株式会社ミライト・ワン,みらいとわん,,東京都江東区豊洲５丁目６番３６号,2010年（平成22年）10月1日,192547
20231031,1418,インターライフホールディングス,2050,3,-,S,4011501016216,インターライフホールディングス株式会社,いんたーらいふほーるでぃんぐす,,東京都中央区銀座６丁目１３番１６号銀座ウォールビル１１階,,3922
20231031,1419,タマホーム,2050,3,6,P,7010401057862,タマホーム株式会社,たまほーむ,,東京都港区高輪３丁目２２番９号,1998年（平成10年）6月3日,107956
20231031,1420,サンヨーホームズ,2050,3,7,S,3120001039510,サンヨーホームズ株式会社,さんよーほーむず,,大阪府大阪市西区西本町１丁目４番１号,1969年（昭和44年）2月1日,9099
20231031,1429,日本アクア,2050,3,7,P,4020001061696,株式会社日本アクア,にほんあくあ,,東京都港区港南２丁目１６番２号,2004年11月29日,31354
20231031,1430,ファーストコーポレーション,2050,3,7,S,2012701011066,ファーストコーポレーション株式会社,ふぁーすとこーぽれーしょん,,東京都杉並区荻窪４丁目３０番１６号,2011年6月23日,10116
20231031,1431,Ｌｉｂ　Ｗｏｒｋ,2050,3,-,G,7330001010363,株式会社Ｌｉｂ　Ｗｏｒｋ,りぶわーく,,熊本県山鹿市鍋田１７８番地１,,18540
20231031,1433,ベステラ,2050,3,7,P,7010601021305,ベステラ株式会社,べすてら,,東京都江東区平野３丁目２番６号,1974年2月20日,9278
20231031,1434,ＪＥＳＣＯホールディングス,2050,3,-,S,1011101008616,ＪＥＳＣＯホールディングス株式会社,じぇすこほーるでぃんぐす,,東京都新宿区新宿２丁目１番９号,,5247
20231031,1435,Ｒｏｂｏｔ　Ｈｏｍｅ,8050,17,7,S,3290001025873,株式会社Ｒｏｂｏｔ　Ｈｏｍｅ,ろぼっとほーむ,,東京都中央区銀座７丁目４番１５号,2006年1月23日,16585
20231031,1436,フィット,2050,3,-,G,6480001006042,株式会社フィット,ふぃっと,,徳島県板野郡松茂町中喜来字群恵３９番地１,2009年4月1日,3419
20231031,1438,岐阜造園,2050,3,-,S,4200001001361,株式会社岐阜造園,ぎふぞうえん,,岐阜県岐阜市茜部菱野４丁目７９番地の１,1966年1月6日,4631
20231031,1439,安江工務店,2050,3,-,S,5180001024430,株式会社安江工務店,やすえこうむてん,,愛知県名古屋市中区栄２丁目２番２３号,1975年（昭和50年）,1922
20231031,1443,技研ホールディングス,2050,3,-,S,2011301023802,技研ホールディングス株式会社,ぎけんほーるでぃんぐす,,東京都千代田区神田東松下町１７番地,,3589
20231031,1444,ニッソウ,2050,3,-,G,3010901009251,株式会社ニッソウ,にっそう,,東京都世田谷区経堂１丁目８番１７号,1988年[1],2724
20231031,1446,キャンディル,2050,3,7,S,6010001162361,株式会社キャンディル,きゃんでぃる,,東京都新宿区北山伏町１番１１号,2014年8月7日,6269
20231031,1447,ＩＴｂｏｏｋホールディングス,2050,3,-,G,6010001195295,ＩＴｂｏｏｋホールディングス株式会社,あいてぃぶっくほーるでぃんぐす,,東京都江東区豊洲３丁目２番２４号,2018年10月1日,7318
20231031,1450,田中建設工業,2050,3,-,S,7010401017288,田中建設工業株式会社,たなかけんせつこうぎょう,,東京都港区東新橋１丁目９番１号,,8861
20231031,1451,ＫＨＣ,2050,3,-,S,7140001034712,株式会社ＫＨＣ,,,兵庫県明石市花園町２番地の２,,2888
20231031,1491,中外鉱業,3500,7,-,S,7010001008720,中外鑛業株式会社,ちゅうがいこうぎょう,,東京都千代田区丸の内２丁目４番１号,1932年（昭和7年）5月2日,8403
20231031,1514,住石ホールディングス,1050,2,7,S,2010401078384,住石ホールディングス株式会社,すみせきほーるでぃんぐす,,東京都港区西新橋１丁目７番１４号,2008年（平成20年）10月1日,38045
20231031,1515,日鉄鉱業,1050,2,6,P,5010001008730,日鉄鉱業株式会社,にってつこうぎょう,,東京都千代田区丸の内２丁目３番２号,1939年（昭和14年）5月20日,93880
20231031,1518,三井松島ホールディングス,1050,2,6,P,5290001010634,三井松島ホールディングス株式会社,みついまつしまほーるでぃんぐす,,福岡県福岡市中央区大手門１丁目１番１２号,1913年1月25日,36384
20231031,1605,ＩＮＰＥＸ,1050,2,4,P,7010401078520,株式会社ＩＮＰＥＸ,いんぺっくす,,東京都港区赤坂５丁目３番１号,2006年（平成18年）4月3日（国際石油開発帝石ホールディングス株式会社）,2927948
20231031,1662,石油資源開発,1050,2,6,P,3010001108219,石油資源開発株式会社,せきゆしげんかいはつ,,東京都千代田区丸の内１丁目７番１２号,1970年（昭和45年）4月1日[1],314397
20231031,1663,Ｋ＆Ｏエナジーグループ,1050,2,7,P,4010001157909,Ｋ＆Ｏエナジーグループ株式会社,けいあんどおーえなじーぐるーぷ,,千葉県茂原市茂原６６１番地,2014年1月6日,62651
20231031,1711,ＳＤＳホールディングス,2050,3,-,S,2010401082989,株式会社ＳＤＳホールディングス,えすでぃーえすほーるでぃんぐす,,東京都港区東新橋２丁目１１番７号,1986年（昭和61年）6月9日,2262
20231031,1712,ダイセキ環境ソリューション,2050,3,7,S,5180001044387,株式会社ダイセキ環境ソリューション,だいせきかんきょうそりゅーしょん,,愛知県名古屋市瑞穂区明前町８番１８号,1996年（平成8年）11月1日（株式会社ダイセキプラント）,16491
20231031,1716,第一カッター興業,2050,3,7,S,5021001007060,第一カッター興業株式会社,だいいちかったーこうぎょう,,神奈川県茅ヶ崎市萩園８３３番地,,15468
20231031,1717,明豊ファシリティワークス,9050,10,7,S,7010001072436,明豊ファシリティワークス株式会社,めいほうふぁしりてぃわーくす,,東京都千代田区平河町２丁目７番９号,,10208
20231031,1718,美樹工業,2050,3,-,S,8140001061763,美樹工業株式会社,みきこうぎょう,,兵庫県姫路市北条９５１番地１,1962年1月23日,5397
20231031,1719,安藤・間,2050,3,6,P,2010401051696,株式会社安藤・間,あんどうはざま,,東京都港区東新橋１丁目９番１号,2003年（平成15年）10月1日,203830
20231031,1720,東急建設,2050,3,6,P,9011001040166,東急建設株式会社,とうきゅうけんせつ,,東京都渋谷区渋谷１丁目１６番１４号,2003年（平成15年）4月10日（TCホールディングズ株式会社）,84128
20231031,1721,コムシスホールディングス,2050,3,4,P,3010701014889,コムシスホールディングス株式会社,こむしすほーるでぃんぐす,,東京都品川区東五反田２丁目１７番１号,2003年（平成15年）9月29日,423073
20231031,1723,日本電技,2050,3,-,S,1010601021483,日本電技株式会社,にほんでんぎ,,東京都墨田区両国２丁目１０番１４号,,34675
20231031,1724,シンクレイヤ,2050,3,-,S,3180001033524,シンクレイヤ株式会社,しんくれいや,,愛知県名古屋市中区千代田２丁目２１番１８号,1962年（昭和37年）5月2日（愛知電子株式会社）,3144
20231031,1726,ビーアールホールディングス,2050,3,7,P,1240001015542,株式会社ビーアールホールディングス,びーあーるほーるでぃんぐす,,広島県広島市東区光町２丁目６番３１号,2002年9月27日,16624
20231031,1730,麻生フオームクリート,2050,3,-,S,7020001068771,麻生フオームクリート株式会社,あそうふぉーむくりーと,,神奈川県川崎市中原区苅宿３６番１号,,1436
20231031,1736,オーテック,2050,3,-,S,8010601001272,株式会社オーテック,おーてっく,,東京都江東区東陽２丁目４番２号,,17186
20231031,1739,メルディアＤＣ,2050,3,-,G,9130001012782,株式会社メルディアＤＣ,めるでぃあでぃーしー,,京都府京都市山科区椥辻中在家町８番地１,1993年（平成5年）10月1日,5493
20231031,1743,コーアツ工業,2050,3,-,S,8340001001600,コーアツ工業株式会社,こーあつこうぎょう,,鹿児島県鹿児島市伊敷５丁目１７番５号,1959年（昭和34年）11月10日,2729
20231031,1757,創建エース,2050,3,-,S,7010401063241,株式会社創建エース,そうけんえーす,,東京都新宿区西新宿１丁目２５番１号,1965年2月19日,9100
20231031,1758,太洋基礎工業,2050,3,-,S,7180001019940,太洋基礎工業株式会社,たいようきそこうぎょう,,愛知県名古屋市中川区柳森町１０７番地,1967年（昭和42年）5月1日,5301
20231031,1762,高松コンストラクショングループ,2050,3,7,P,2120001056705,株式会社高松コンストラクショングループ,たかまつこんすとらくしょんぐるーぷ,,大阪府大阪市淀川区新北野１丁目２番３号,1965年（昭和40年）6月7日（株式会社髙松組）,95716
20231031,1764,工藤建設,2050,3,-,S,5020001011279,工藤建設株式会社,くどうけんせつ,,神奈川県横浜市青葉区新石川４丁目３３番地１０,,3291
20231031,1766,東建コーポレーション,2050,3,6,P,1180001054828,東建コーポレーション株式会社,とうけんこーぽれーしょん,,愛知県名古屋市中区丸の内２丁目１番３３号,1976年（昭和51年）7月17日創業：1974年（昭和49年）9月（株式会社東名商事）,109527
20231031,1768,ソネック,2050,3,7,S,6140001044324,株式会社ソネック,そねっく,,兵庫県高砂市曽根町２２５７番地の１,1944年3月14日,7163
20231031,1770,藤田エンジニアリング,2050,3,-,S,6070001008237,藤田エンジニアリング株式会社,ふじたえんじにありんぐ,,群馬県高崎市飯塚町１１７４番地５,1964年10月28日,13186
20231031,1775,富士古河Ｅ＆Ｃ,2050,3,-,S,6020001077096,富士古河Ｅ＆Ｃ株式会社,ふじふるかわいーあんどしー,,神奈川県川崎市幸区堀川町５８０番地,1923年10月1日,41838
20231031,1776,三井住建道路,2050,3,-,S,1011101036179,三井住建道路株式会社,みついすみけんどうろ,,東京都新宿区西新宿６丁目２４番１号,1948年（昭和23年）2月24日(岡本興業株式会社),9324
20231031,1780,ヤマウラ,2050,3,7,P,6100001021418,株式会社ヤマウラ,やまうら,,長野県駒ヶ根市北町２２番１号,1960年8月30日,30516
20231031,1783,アジアゲートホールディングス,2050,3,-,S,7010401066847,株式会社アジアゲートホールディングス,あじあげーとほーるでぃんぐす,,東京都港区赤坂５丁目３番１号,1950年8月1日,7822
20231031,1786,オリエンタル白石,2050,3,7,P,7010601040057,オリエンタル白石株式会社,おりえんたるしらいし,,東京都江東区豊洲５丁目６番５２号,1952年10月21日,46362
20231031,1787,ナカボーテック,2050,3,-,S,7010001053015,株式会社ナカボーテック,なかぼーてっく,,東京都中央区新川１丁目１７番２１号茅場町ファーストビル,,12960
20231031,1788,三東工業社,2050,3,-,S,7160001005521,株式会社三東工業社,さんとうこうぎょうしゃ,,滋賀県甲賀市信楽町江田６１０番地,1954年7月21日,2178
20231031,1789,ＥＴＳホールディングス,2050,3,-,S,3011101040583,株式会社ＥＴＳホールディングス,いーてぃーえすほーるでぃんぐす,,東京都豊島区南池袋１丁目１０番１３号,1935年12月12日,3895
20231031,1793,大本組,2050,3,-,S,7260001001493,株式会社大本組,おおもとぐみ,,岡山県岡山市北区内山下１丁目１番１３号,1937年（昭和12年）12月19日,37846
20231031,1795,マサル,2050,3,-,S,7010601006280,株式会社マサル,まさる,,東京都江東区佐賀１丁目９番１４号,,3019
20231031,1798,守谷商会,2050,3,-,S,7100001003530,株式会社守谷商会,もりやしょうかい,,長野県長野市南千歳町８７８番地,1955年8月2日,6859
20231031,1799,第一建設工業,2050,3,-,S,4110001002922,第一建設工業株式会社,だいいちけんせつこうぎょう,,新潟県新潟市中央区八千代１丁目４番３４号,1942年（昭和17年）9月23日（新鉄工業株式会社）,33436
20231031,1801,大成建設,2050,3,4,P,4011101011880,大成建設株式会社,たいせいけんせつ,,東京都新宿区西新宿１丁目２５番１号,1917年（大正6年）12月28日（株式会社大倉土木組）,1011816
20231031,1802,大林組,2050,3,4,P,7010401088742,株式会社大林組,おおばやしぐみ,,東京都港区港南２丁目１５番２号,1918年（大正8年）12月創業は1892年（明治25年）1月,940488
20231031,1803,清水建設,2050,3,4,P,1010401013565,清水建設株式会社,しみずけんせつ,,東京都中央区京橋２丁目１６番１号,1804年 (219年前) (1804),748882
20231031,1805,飛島建設,2050,3,7,P,8010001008703,飛島建設株式会社,とびしまけんせつ,,東京都港区港南１丁目８番１５号,1947年（昭和22年）3月12日,25335
20231031,1807,佐藤渡辺,2050,3,-,S,5010401031200,株式会社佐藤渡辺,さとうわたなべ,,東京都港区南麻布１丁目１８番４号,1938年12月20日,8715
20231031,1808,長谷工コーポレーション,2050,3,4,P,7010401024061,株式会社長谷工コーポレーション,はせこうこーぽれーしょん,,東京都港区芝２丁目３２番１号,1946年8月22日,547295
20231031,1810,松井建設,2050,3,7,S,7010001034956,松井建設株式会社,まついけんせつ,,東京都中央区新川１丁目１７番２２号,1939年（昭和14年）1月20日,23791
20231031,1811,錢高組,2050,3,7,S,5120001049004,株式会社錢高組,ぜにたかぐみ,,大阪府大阪市西区西本町２丁目２番４号,1931年4月10日創業:1705年,27685
20231031,1812,鹿島建設,2050,3,4,P,8010401006744,鹿島建設株式会社,かじまけんせつ,,東京都港区元赤坂１丁目３番１号,1930年（昭和5年）2月22日,1248685
20231031,1813,不動テトラ,2050,3,7,P,4010001141053,株式会社不動テトラ,ふどうてとら,,東京都中央区日本橋小網町７番２号,1947年1月28日（株式会社瀧田ノ組）,34677
20231031,1814,大末建設,2050,3,7,P,5120001083408,大末建設株式会社,だいすえけんせつ,,大阪府大阪市中央区久太郎町２丁目５番２８号,1947年（昭和22年）3月20日,14329
20231031,1815,鉄建建設,2050,3,7,P,2010001008709,鉄建建設株式会社,てっけんけんせつ,,東京都千代田区神田三崎町２丁目５番３号,1944年（昭和19年）2月1日（鉄道建設興業株式会社）,30915
20231031,1820,西松建設,2050,3,4,P,8010401021454,西松建設株式会社,にしまつけんせつ,,東京都港区虎ノ門１丁目１７番１号,1937年（昭和12年）9月20日,213916
20231031,1821,三井住友建設,2050,3,6,P,2010001131477,三井住友建設株式会社,みついすみともけんせつ,,東京都中央区佃２丁目１番６号,1941年（昭和16年）10月14日(株式会社西本組),64907
20231031,1822,大豊建設,2050,3,6,S,3010001034869,大豊建設株式会社,だいほうけんせつ,,東京都中央区新川１丁目２４番４号,1949年3月31日,63381
20231031,1826,佐田建設,2050,3,7,S,9070001001420,佐田建設株式会社,さたけんせつ,,群馬県前橋市元総社町１丁目１番地の７,1949年（昭和24年）10月3日,9468
20231031,1827,ナカノフドー建設,2050,3,7,S,4010001008731,株式会社ナカノフドー建設,なかのふどーけんせつ,,東京都千代田区九段北４丁目２番２８号,1942年12月19日,13696
20231031,1828,田辺工業,2050,3,-,S,5110001019890,田辺工業株式会社,たなべこうぎょう,,新潟県上越市大字福田２０番地,1969年（昭和44年）2月1日,14376
20231031,1833,奥村組,2050,3,6,P,7120001004931,株式会社奥村組,おくむらぐみ,,大阪府大阪市阿倍野区松崎町２丁目２番２号,1938年（昭和13年）3月3日,175153
20231031,1835,東鉄工業,2050,3,6,P,6011101014147,東鉄工業株式会社,とうてつこうぎょう,,東京都新宿区信濃町３４番地,1943年（昭和18年）7月7日（東京鐵道工業株式会社）,102380
20231031,1840,土屋ホールディングス,2050,3,-,S,7430001010659,株式会社土屋ホールディングス,つちやほーるでぃんぐす,,北海道札幌市北区北九条西３丁目７番地,1976年（昭和51年）9月21日（株式会社丸三土屋建設）,6315
20231031,1841,サンユー建設,2050,3,-,S,9010801004850,サンユー建設株式会社,さんゆーけんせつ,,東京都大田区南雪谷２丁目１７番８号,,3652
20231031,1844,大盛工業,2050,3,-,S,9011801002605,株式会社大盛工業,おおもりこうぎょう,,東京都千代田区神田多町２丁目１番地,1967年6月13日,3352
20231031,1847,イチケン,2050,3,7,S,7010501028268,株式会社イチケン,いちけん,,東京都港区芝浦１丁目１番１号,1930年6月,16725
20231031,1848,富士ピー・エス,2050,3,7,S,6290001010204,株式会社富士ピー・エス,ふじぴーえす,,福岡県福岡市中央区薬院１丁目１３番８号,1954年（昭和29年）3月,8204
20231031,1850,南海辰村建設,2050,3,-,S,3120001039386,南海辰村建設株式会社,なんかいたつむらけんせつ,,大阪府大阪市浪速区難波中３丁目５番１９号,1944年（昭和19年）6月30日（岸和田工業株式会社）,9141
20231031,1852,淺沼組,2050,3,6,P,8120001022651,株式会社淺沼組,あさぬまぐみ,,大阪府大阪市浪速区湊町１丁目２番３号マルイト難波ビル,1937年（昭和12年）6月15日（創業：1892年（明治25年）1月）,59863
20231031,1853,森組,2050,3,-,S,4120001077567,株式会社森組,もりぐみ,,大阪府大阪市中央区道修町４丁目５番１７号,1934年（昭和9年）2月3日,10922
20231031,1860,戸田建設,2050,3,4,P,6010001034874,戸田建設株式会社,とだけんせつ,,東京都中央区京橋１丁目７番１号,1936年7月10日,269838
20231031,1861,熊谷組,2050,3,6,P,1210001001082,株式会社熊谷組,くまがいぐみ,,福井県福井市中央２丁目６番８号,1938年1月6日,151895
20231031,1866,北野建設,2050,3,7,S,7100001000742,北野建設株式会社,きたのけんせつ,,長野県長野市県町５２４番地,1946年8月31日,21263
20231031,1867,植木組,2050,3,7,S,8110001017149,株式会社植木組,うえきぐみ,,新潟県柏崎市駅前１丁目５番４５号,1948年7月26日,9939
20231031,1870,矢作建設工業,2050,3,7,P,6180001018506,矢作建設工業株式会社,やはぎけんせつこうぎょう,,愛知県名古屋市東区葵３丁目１９番７号,1949年5月14日,56518
20231031,1871,ピーエス三菱,2050,3,7,P,1010001008742,株式会社ピーエス三菱,ぴーえすみつびし,,東京都港区東新橋１丁目９番１号,1952年（昭和27年）3月1日（ピー・エス・コンクリート株式会社）,44352
20231031,1873,日本ハウスホールディングス,2050,3,7,P,6400001001397,株式会社日本ハウスホールディングス,にほんはうすほーるでぃんぐす,,東京都千代田区飯田橋４丁目３番８,1969年2月13日,13400
20231031,1878,大東建託,8050,17,4,P,4010401016607,大東建託株式会社,だいとうけんたく,,東京都港区港南２丁目１６番１号,1974年（昭和49年）6月20日（大東産業株式会社）,1146467
20231031,1879,新日本建設,2050,3,7,P,2040001003186,新日本建設株式会社,しんにほんけんせつ,,千葉県千葉市美浜区ひび野１丁目４番３,1969年2月19日,68110
20231031,1882,東亜道路工業,2050,3,7,P,7010401020201,東亜道路工業株式会社,とうあどうろこうぎょう,,東京都港区六本木７丁目３番７号,1930年（昭和5年）11月28日,70053
20231031,1884,日本道路,2050,3,7,P,9010401023409,日本道路株式会社,にっぽんどうろ,,東京都港区芝浦１丁目２番３号,1929年（昭和4年）3月10日,83498
20231031,1885,東亜建設工業,2050,3,6,P,3011101055078,東亜建設工業株式会社,とうあけんせつこうぎょう,,東京都新宿区西新宿３丁目７番１号,1920年（大正9年）1月23日（東京湾埋立株式会社）,80531
20231031,1887,日本国土開発,2050,3,7,P,3010401022812,日本国土開発株式会社,にほんこくどかいはつ,,東京都港区虎ノ門４丁目３番１３号,1951年（昭和26年）4月10日,56699
20231031,1888,若築建設,2050,3,7,P,6290801012011,若築建設株式会社,わかちくけんせつ,,福岡県北九州市若松区浜町１丁目４番７号,1890年（明治23年）5月23日（若松築港会社）,38363
20231031,1890,東洋建設,2050,3,6,P,9120001077496,東洋建設株式会社,とうようけんせつ,,大阪府大阪市中央区高麗橋４丁目１番１号,1929年（昭和4年）7月3日,122399
20231031,1893,五洋建設,2050,3,4,P,1010001000006,五洋建設株式会社,ごようけんせつ,,東京都文京区後楽２丁目２番８号,1950年（昭和25年）4月28日[1],232129
20231031,1897,金下建設,2050,3,-,S,8130001040495,金下建設株式会社,かねしたけんせつ,,京都府宮津市字須津４７１番地の１,1951年（昭和26年）4月10日,10487
20231031,1898,世紀東急工業,2050,3,6,P,1010401015438,世紀東急工業株式会社,せいきとうきゅうこうぎょう,,東京都港区芝公園２丁目９番３号,1950年1月16日,61563
20231031,1899,福田組,2050,3,7,P,9110001004880,株式会社福田組,ふくだぐみ,,新潟県新潟市中央区一番堀通町３番地１０,1927年12月29日,46469
20231031,1904,大成温調,2050,3,-,S,3010701005946,大成温調株式会社,たいせいおんちょう,,東京都品川区大井１丁目４９番１０号,1952年12月22日,28390
20231031,1905,テノックス,2050,3,-,S,7010401018815,株式会社テノックス,てのっくす,,東京都港区芝５丁目２５番１１号,,7620
20231031,1909,日本ドライケミカル,3600,8,7,S,2010701007860,日本ドライケミカル株式会社,にっぽんどらいけみかる,,東京都北区田端６丁目１番１号,1955年4月23日,16655
20231031,1911,住友林業,2050,3,4,P,4010001090011,住友林業株式会社,すみともりんぎょう,,東京都千代田区大手町１丁目３番２号,1948年（昭和23年）2月20日（四国林業株式会社）,796617
20231031,1914,日本基礎技術,2050,3,7,S,9120001072753,日本基礎技術株式会社,にほんきそぎじゅつ,,大阪府大阪市北区天満１丁目９番１４号,昭和28年11月5日,13441
20231031,1921,巴コーポレーション,2050,3,7,S,9010001034839,株式会社巴コーポレーション,ともえこーぽれーしょん,,東京都中央区月島４丁目１６番１３号,1934年6月26日,22950
20231031,1925,大和ハウス工業,2050,3,2,P,6120001059662,大和ハウス工業株式会社,だいわはうすこうぎょう,,大阪府大阪市北区梅田３丁目３番５号,1947年（昭和22年）3月4日（株式会社花園工作所）[注釈 1],2827960
20231031,1926,ライト工業,2050,3,6,P,7010001008811,ライト工業株式会社,らいとこうぎょう,,東京都千代田区九段北４丁目２番３５号,1948年（昭和23年）9月28日（株式会社ライト防水工業所）,107519
20231031,1928,積水ハウス,2050,3,2,P,8120001059652,積水ハウス株式会社,せきすいはうす,,大阪府大阪市北区大淀中１丁目１番８８号,1960年8月1日（実質上）,2023057
20231031,1929,日特建設,2050,3,7,P,7010001053304,日特建設株式会社,にっとくけんせつ,,東京都中央区東日本橋３丁目１０番６号,1947年（昭和22年）12月17日[1]（株式会社光商会）,43234
20231031,1930,北陸電気工事,2050,3,7,P,6230001003007,北陸電気工事株式会社,ほくりくでんきこうじ,,富山県富山市小中２６９番,1944年10月1日,28945
20231031,1934,ユアテック,2050,3,7,P,4370001006286,株式会社ユアテック,ゆあてっく,,宮城県仙台市宮城野区榴岡４丁目１番１号,1944年（昭和19年）10月10日,70491
20231031,1938,日本リーテック,2050,3,7,P,5011501002891,日本リーテック株式会社,にっぽんりーてっく,,東京都千代田区神田錦町１丁目６番地,1945年12月28日,32765
20231031,1939,四電工,2050,3,7,P,7470001004244,株式会社四電工,よんでんこう,,香川県高松市花ノ宮町２丁目３番９号,1963年5月1日,47027
20231031,1941,中電工,2050,3,6,P,9240001006971,株式会社中電工,ちゅうでんこう,,広島県広島市中区小網町６番１２号,1944年9月29日,142206
20231031,1942,関電工,2050,3,6,P,9010401006818,株式会社関電工,かんでんこう,,東京都港区芝浦４丁目８番３３号,1944年9月1日,274471
20231031,1944,きんでん,2050,3,4,P,1120001063033,株式会社きんでん,きんでん,,大阪府大阪市北区本庄東２丁目３番４１号,1944年（昭和19年）8月26日（近畿電気工事株式会社）,461670
20231031,1945,東京エネシス,2050,3,7,P,6010401020680,株式会社東京エネシス,とうきょうえねしす,,東京都中央区日本橋茅場町１丁目３番１号,1947年8月14日,35659
20231031,1946,トーエネック,2050,3,7,P,8180001038758,株式会社トーエネック,とーえねっく,,愛知県名古屋市中区栄１丁目２０番３１号,1944年（昭和19年）10月1日（東海電気工事株式会社）,78866
20231031,1948,弘電社,2050,3,-,S,3010001034778,株式会社弘電社,こうでんしゃ,,東京都中央区銀座５丁目１１番１０号,1917年6月,9562
20231031,1949,住友電設,2050,3,7,P,7120001044515,住友電設株式会社,すみともでんせつ,,大阪府大阪市西区阿波座２丁目１番４号,1950年（昭和25年）4月20日（太陽電設工業株式会社）,91655
20231031,1950,日本電設工業,2050,3,7,P,6010501016240,日本電設工業株式会社,にっぽんでんせつこうぎょう,,東京都台東区池之端１丁目２番２３号,1942年（昭和17年）12月15日（鉄道電気工業株式会社）,123813
20231031,1951,エクシオグループ,2050,3,4,P,3011001031955,エクシオグループ株式会社,えくしおぐるーぷ,,東京都渋谷区渋谷３丁目２９番２０号,1954年5月17日[2],350741
20231031,1952,新日本空調,2050,3,7,P,2010001062912,新日本空調株式会社,しんにっぽんくうちょう,,東京都中央区日本橋浜町２丁目３１番１号,1969年（昭和44年）10月1日,54926
20231031,1959,九電工,2050,3,4,P,6290001001120,株式会社九電工,きゅうでんこう,,福岡県福岡市南区那の川１丁目２３番３５号,1944年（昭和19年）12月1日,333349
20231031,1960,サンテック,2050,3,-,S,4010001008681,株式会社サンテック,さんてっく,,東京都千代田区二番町３番地１３,1948年（昭和23年）10月28日（山陽電気工事株式会社）,11951
20231031,1961,三機工業,2050,3,6,P,2010001008683,三機工業株式会社,さんきこうぎょう,,東京都中央区明石町８番１号,1949年（昭和24年）8月1日,100574
20231031,1963,日揮ホールディングス,2050,3,4,P,3010001008732,日揮ホールディングス株式会社,にっきほーるでぃんぐす,JGC HOLDINGS CORPORATION,神奈川県横浜市西区みなとみらい２丁目３番１号,1928年10月25日,445530
20231031,1964,中外炉工業,2050,3,7,P,2120001049015,中外爐工業株式会社,ちゅうがいろこうぎょう,,大阪府大阪市中央区平野町３丁目６番１号,1945年（昭和20年）4月25日,17004
20231031,1965,テクノ菱和,2050,3,-,S,3010401018661,株式会社テクノ菱和,てくのりょうわ,,東京都港区芝大門２丁目１２番８号,,29320
20231031,1966,高田工業所,2050,3,-,S,4290801010231,株式会社高田工業所,たかだこうぎょうしょ,,福岡県北九州市八幡西区築地町１番１号,1948年（昭和23年）6月30日,9965
20231031,1967,ヤマト,2050,3,7,S,5070001001977,株式会社ヤマト,やまと,,群馬県前橋市古市町１１８番地,1946年（昭和21年）7月12日,24773
20231031,1968,太平電業,2050,3,7,P,4010001008748,太平電業株式会社,たいへいでんぎょう,,東京都千代田区神田神保町２丁目４番地,,78927
20231031,1969,高砂熱学工業,2050,3,6,P,3010001008749,高砂熱学工業株式会社,たかさごねつがくこうぎょう,,東京都新宿区新宿６丁目２７番３０号,1923年11月16日,214933
20231031,1971,中央ビルト工業,3550,3,-,S,2010001034861,中央ビルト工業株式会社,ちゅうおうびるとこうぎょう,,東京都中央区日本橋富沢町１１番１２号,,1265
20231031,1972,三晃金属工業,2050,3,7,S,9010401038472,三晃金属工業株式会社,さんこうきんぞくこうぎょう,,東京都港区芝浦４丁目１３番２３号,1949年（昭和24年）6月16日,18592
20231031,1973,ＮＥＣネッツエスアイ,5250,10,6,P,6010001135680,ＮＥＣネッツエスアイ株式会社,えぬいーしーねっつえすあい,,東京都港区芝浦３丁目９番１４号,1953年（昭和28年）11月26日,320294
20231031,1975,朝日工業社,2050,3,7,P,5010401000023,株式会社朝日工業社,あさひこうぎょうしゃ,,東京都港区浜松町１丁目２５番７号,1940年（昭和15年）8月8日,37740
20231031,1976,明星工業,2050,3,7,P,1120001049032,明星工業株式会社,めいせいこうぎょう,,大阪府大阪市西区京町堀１丁目８番５号,1947年7月2日(創業：1944年4月1日),62251
20231031,1979,大氣社,2050,3,6,P,7011101011812,株式会社大氣社,たいきしゃ,,東京都新宿区西新宿８丁目１７番１号,1949年7月7日,142556
20231031,1980,ダイダン,2050,3,7,P,6120001045084,ダイダン株式会社,だいだん,,大阪府大阪市西区江戸堀１丁目９番２５号,1933年10月10日（創業 1903年3月4日）,68302
20231031,1981,協和日成,2050,3,-,S,5011001006550,株式会社協和日成,きょうわにっせい,,東京都中央区入船３丁目８番５号,,14785
20231031,1982,日比谷総合設備,2050,3,7,P,9010401025405,日比谷総合設備株式会社,ひびやそうごうせつび,,東京都港区三田３丁目５番２７号,,57538
20231031,1992,神田通信機,2050,3,-,S,6010001013597,神田通信機株式会社,かんだつうしんき,,東京都千代田区神田富山町２４番地,,4648
20231031,1994,高橋カーテンウォール工業,2050,3,-,S,1010001049480,高橋カーテンウォール工業株式会社,たかはしかーてんうぉーるこうぎょう,,東京都中央区日本橋本町１丁目５番４号,,4901
20231031,1997,暁飯島工業,2050,3,-,S,7050001000351,暁飯島工業株式会社,あかつきいいじまこうぎょう,,茨城県水戸市千波町２７７０番地の５,1953年（昭和28年）9月16日（株式会社飯島商会）,3104
20231031,2001,ニップン,3050,1,6,P,9011001017684,株式会社ニップン,にっぷん,,東京都千代田区麹町４丁目８番地,1896年9月26日（日本製粉株式会社）創業は1873年4月、官営札幌製粉所として[1]。,177118
